Title,Price,URL
TP-Link Archer C64 AC1200 Wireless MU-MIMO Gigabit WiFi Router,No Price Found,https://www.daraz.com.bd/products/tp-link-archer-c64-ac1200-wireless-mu-mimo-gigabit-wifi-router-i207559864.html
